journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Essays in Economic and Business History,"JUDSON CHURCHILL WELLIVER, WORDSMITH",2006,19647,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"WIVES, WIDOWS, AND SINGLEWOMEN: WORKING WOMEN AT LONDON’S EIGHTEENTH-CENTURY FAIRS",2006,36548,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SLAVERY AND CIVIL LAW IN THE ANTEBELLUM SOUTH—TWO CASE STUDIES,2006,10713,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,LESSONS IN CRISIS MISMANAGEMENT FROM THE 1929 CRASH,2006,32113,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE SILENT PARTNER: MARY MEHAGAN HILL AND THE GREAT NORTHERN RAILWAY,2006,34246,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE COST OF CREDIBILITY: THE COMPANY OF GENERAL FARMS AND FISCAL STAGNATION IN EIGHTEENTH-CENTURY FRANCE,2006,31401,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,"FROM THE LEWIS AND CLARK EXPEDITION TO IBM, DELL, AND SOUTHWEST AIRLINES: TEACHING HISTORY AND LEADERSHIP TO BUSINESS STUDENTS",2006,40906,False,False,0,0,1,0,1,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"WIVES, WIDOWS, AND SINGLEWOMEN: WORKING WOMEN AT LONDON’S EIGHTEENTH-CENTURY FAIRS",2006,36548,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,NEW EVIDENCE ON RACE DISCRIMINATION UNDER “SEPARATE BUT EQUAL”,2006,27061,False,False,0,0,0,1,0,0,0,0,14,0,0,0,0
Essays in Economic and Business History,THE COST OF CREDIBILITY: THE COMPANY OF GENERAL FARMS AND FISCAL STAGNATION IN EIGHTEENTH-CENTURY FRANCE,2006,31401,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,A RECONSIDERATION OF THE REVENUE ACT OF 1932,2006,25346,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,LESSONS IN CRISIS MISMANAGEMENT FROM THE 1929 CRASH,2006,32113,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Covers, Officers, Trustees and Awards",2006,2884,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE SILENT PARTNER: MARY MEHAGAN HILL AND THE GREAT NORTHERN RAILWAY,2006,34246,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,A BRAVE NEW WORLD OF BURIALS: THE BUSINESS OF IDIOSYNCRATIC BODY DISPOSAL IN THE TWENTY-FIRST CENTURY,2006,39556,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"FROM THE LEWIS AND CLARK EXPEDITION TO IBM, DELL, AND SOUTHWEST AIRLINES: TEACHING HISTORY AND LEADERSHIP TO BUSINESS STUDENTS",2006,40906,False,False,0,0,1,0,1,0,0,0,1,0,0,0,0
Essays in Economic and Business History,NEW EVIDENCE ON RACE DISCRIMINATION UNDER “SEPARATE BUT EQUAL”,2006,27061,False,False,0,0,0,1,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,A Continuum of Consumer Attitudes toward Genetically Modified Foods in the United States,2006,60982,False,False,0,0,0,2,19,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,The Value of USDA Situation and Outlook Information in Hog and Cattle Markets,2006,57714,False,False,0,0,1,1,0,0,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,A Battle of Taste and Environmental Convictions for Ecolabeled Seafood: a Contingent Ranking Experiment,2006,58961,False,False,0,0,1,0,0,0,0,1,3,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating the Benefits of Bt Corn and Cost of Insect Resistance Management Ex Ante,2006,73454,False,False,0,0,0,0,0,0,0,1,5,0,0,0,0
Journal of Agricultural and Resource Economics,The Variable-Rate Input Application Decision for Multiple Inputs with Interactions,2006,76115,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,The Economics of Manure Utilization: Model and Application,2006,55057,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Forecasting Crop Basis Using Historical Averages Supplemented with Current Market Information,2006,736,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Entry of Alternative Fuels in a Volatile U.S. Gasoline Market,2006,33934,False,False,0,0,0,0,0,0,0,2,10,0,0,0,0
Journal of Agricultural and Resource Economics,Space-Time Modeling of Timber Prices,2006,50041,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,Information Acquisition and Adoption of Organic Farming Practices,2006,61063,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,"Restricted Opportunities, Personal Choices, Ineffective Policies: What Explains Food Insecurity in Oregon?",2006,44156,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Interaction between Food Attributes in Markets: The Case of Environmental Labeling,2006,28610,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Are Cooperatives Efficient When Membership Is Voluntary?,2006,837,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Input Quality in the Sugar Beet Industry,2006,65796,False,False,0,0,0,0,0,0,0,1,25,0,0,0,0
Journal of Agricultural and Resource Economics,Feeding and the Equilibrium Feeder Animal Price-Weight Schedule,2006,48135,False,False,0,0,1,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Actual Media Reports on GM Foods and Chinese Consumers' Willingness to Pay for GM Soybean Oil,2006,64050,False,False,0,0,0,5,0,0,0,1,27,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring the Contribution of Water and Green Space Amenities to Housing Values: An Application and Comparison of Spatially Weighted Hedonic Models,2006,49361,False,False,0,0,0,0,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,An Analysis of the Role of Tile-Drained Farmland under Alternative Nitrogen Abatement Policies,2006,55942,False,False,0,0,0,6,0,0,0,2,20,0,0,0,0
Journal of Agricultural and Resource Economics,Show Quality Quarter Horse Auctions: Price Determinants and Buy-Back Practices,2006,660,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Do Inspection and Traceability Provide Incentives for Food Safety?,2006,43676,False,False,0,0,0,0,0,0,0,2,32,0,0,0,0
Journal of Agricultural and Resource Economics,Rating Crop Insurance Policies with Efficient Nonparametric Estimators That Admit Mixed Data Types,2006,64489,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,A General Equilibrium Analysis of Foreign and Domestic Demand Shocks Arising from Mad Cow Disease in the United States,2006,62252,False,False,0,0,0,0,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,The Economics of Efficient Phosphorus Abatement in a Watershed,2006,70754,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Ground Water Quantity and Quality Management: Agricultural Production and Aquifer Salinization over Long Time Scales,2006,729,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Private Agricultural R&D in the United States,2006,52917,False,False,0,0,0,17,0,0,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating Willingness to Pay Using a Polychotomous Choice Function: An Application to Pork Products with Environmental Attributes,2006,52666,False,False,0,0,2,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Research and Publishing: Relevance and Irreverence,2006,41249,False,False,0,0,0,3,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,Impact of Mandatory Price Reporting on Fed Cattle Market Integration,2006,36432,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Valuing Conflicting Public Information about a New Technology: The Case of Irradiated Foods,2006,101545,False,False,0,0,0,0,0,0,0,1,39,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Selected Papers, WAEA Annual Meetings, Anchorage, Alaska, June 28-30, 2006",2006,46,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Managing Dairy Profit Risk Using Weather Derivatives,2006,720,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Testing for the Efficiency of a Policy Intended to Meet Objectives: General Model and Application,2006,58420,False,False,0,0,1,0,0,0,0,1,7,0,0,0,0
Journal of Agricultural and Resource Economics,"Water Conservation and Residential Landscapes: Household Preferences, Household Choices",2006,67934,False,False,0,0,0,1,0,0,0,0,37,0,0,0,0
Journal of Agricultural and Resource Economics,Designing Catastrophe Bonds to Securitize Systemic Risks in Agriculture: The Case of Georgia Cotton,2006,44333,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Producer Surplus Distributions in GM Crops: The Ignored Impacts of Roundup Ready Wheat,2006,62558,False,False,0,0,0,0,17,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Intermediate Volatility Forecasts Using Implied Forward Volatility: The Performance of Selected Agricultural Commodity Options,2006,59448,False,False,0,0,0,1,0,0,0,0,32,0,0,0,0
Journal of Agricultural and Resource Economics,Portfolio Allocation and Alternative Structures of the Standard Reinsurance Agreement,2006,60966,False,False,0,0,1,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,Designing a Voluntary Beef Checkoff,2006,50422,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Essays in Economic and Business History,"UNFAIR COMPETITION? AMERICAN AND JAPANESE AIRLINES TRANSPACIFIC ROUTE RIVALRIES, 1946—1971",2007,39678,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"BUY NOW! BUY HERE!: THE RISE AND FALL OF THE PATRIOTIC BLUE EAGLE EMBLEM, 1933—1935",2007,43421,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2007,2455,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"AVIATOR OF FORTUNE: LOWELL YEREX AND THE ANGLO-AMERICAN COMMERCIAL AVIATION RIVALRY, 1931-46",2007,40639,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,ON THE ECONOMIC EFFICIENCY OF ORGANIZATIONS: TOWARD A SOLUTION OF THE EFFICIENT GOVERNMENT ENTERPRISE PARADOX,2007,39769,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,ENDING A NYSE TRADITION: THE 1975 UNRAVELING OF BROKERS’ FIXED COMMISSIONS AND ITS LONG TERM IMPACT ON FINANCIAL ADVERTISING,2007,33478,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"BUY NOW! BUY HERE!: THE RISE AND FALL OF THE PATRIOTIC BLUE EAGLE EMBLEM, 1933—1935",2007,43421,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,ON THE ECONOMIC EFFICIENCY OF ORGANIZATIONS: TOWARD A SOLUTION OF THE EFFICIENT GOVERNMENT ENTERPRISE PARADOX,2007,39769,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE DECLINE OF BRITISH SHIPBUILDING: NEGOTIATIONS BETWEEN THE BRITISH GOVERNMENT AND THE SCOTT LITHGOW COMPANY 1960-1987,2007,40491,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"TOBACCO IN TRANSITION: AN OVERVIEW OF SIXTY-SIX YEARS OF PARTNERSHIP BETWEEN PRODUCERS, PROCESSORS AND POLITICIANS",2007,49605,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,ZARA-INDITEX AND THE GROWTH OF FAST FASHION,2007,37104,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,THE ROLE OF QUALITY: SPANISH WOOL IN PORTUGUESE TRADE IN THE EARLY NINETEENTH CENTURY,2007,23080,False,False,0,0,0,0,0,0,0,1,9,0,0,0,0
Essays in Economic and Business History,THE DECLINE OF BRITISH SHIPBUILDING: NEGOTIATIONS BETWEEN THE BRITISH GOVERNMENT AND THE SCOTT LITHGOW COMPANY 1960-1987,2007,40491,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,MERGER FOR MONOPOLY: THE FORMATION OF U.S. STEEL,2007,33441,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,MERGER FOR MONOPOLY: THE FORMATION OF U.S. STEEL,2007,33441,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,WORKING ON THE RAILROAD: WORKERS AND THE EVOLUTION OF THE PENNSYLVANIA RAILROAD’S PENSION PLAN,2007,29826,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"AVIATOR OF FORTUNE: LOWELL YEREX AND THE ANGLO-AMERICAN COMMERCIAL AVIATION RIVALRY, 1931-46",2007,40639,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE ROLE OF QUALITY: SPANISH WOOL IN PORTUGUESE TRADE IN THE EARLY NINETEENTH CENTURY,2007,23080,False,False,0,0,0,0,0,0,0,1,9,0,0,0,0
Essays in Economic and Business History,WORKING ON THE RAILROAD: WORKERS AND THE EVOLUTION OF THE PENNSYLVANIA RAILROAD’S PENSION PLAN,2007,29826,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,THE ELIMINATION OF THE NATIONAL DEBT IN 1835 AND THE MEANING OF JACKSONIAN DEMOCRACY,2007,39829,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"TOBACCO IN TRANSITION: AN OVERVIEW OF SIXTY-SIX YEARS OF PARTNERSHIP BETWEEN PRODUCERS, PROCESSORS AND POLITICIANS",2007,49605,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Covers, Officers, Trustees and Awards",2007,3742,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,ZARA-INDITEX AND THE GROWTH OF FAST FASHION,2007,37104,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,ENDING A NYSE TRADITION: THE 1975 UNRAVELING OF BROKERS’ FIXED COMMISSIONS AND ITS LONG TERM IMPACT ON FINANCIAL ADVERTISING,2007,33478,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,THE ELIMINATION OF THE NATIONAL DEBT IN 1835 AND THE MEANING OF JACKSONIAN DEMOCRACY,2007,39829,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"UNFAIR COMPETITION? AMERICAN AND JAPANESE AIRLINES TRANSPACIFIC ROUTE RIVALRIES, 1946—1971",2007,39678,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,"Fast Food, Addiction, and Market Power",2007,582,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Hedges and Trees: Incorporating Fire Risk into Optimal Decisions in Forestry Using a No-Arbitrage Approach,2007,650,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating the Effects of Exchange Rate Volatility on Export Volumes,2007,921,True,True,0,0,0,0,1,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating Agricultural Pollution Abatement Costs at the Plot Level Using Experimental Data: A Maximum Entropy Approach,2007,681,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Value of Selecting and Marketing Cattle by Leptin Genotype,2007,786,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Willingness to Pay (WTP) a Premium for Non-Gm Foods versus Willingness to Accept (WTA) a Discount for GM Foods,2007,957,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,An Analysis of Default and Liquidity Risk in Farm Credit System Bonds,2007,627,True,True,0,0,0,0,1,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Persistent Pockets of Extreme American Poverty and Job Growth: Is There a Place-Based Policy Role?,2007,735,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Bargains or Rip-Offs? Reference Price Effects in Conjoint Stated Demand,2007,693,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Herbicide-Resistant Technology Price Effects on the Plant Density Decision for Ultra-Narrow-Row Cotton,2007,636,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,A Genetically Engineered Crop's Impact on Pesticide Use: a Revealed-Preference Index Approach,2007,676,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts of an Agricultural Development Program for Poor Coconut Producers in the Philippines: An Approach Using Panel Data and Propensity Score Matching Techniques,2007,683,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Why Grazing Permits Have Economic Value,2007,601,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Health Information Availability and the Consumption of Eggs: Are Consumers Bayesians?,2007,696,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Cross-Sector Relationships between the Corn Feed Grains and Livestock and Poultry Economies,2007,659,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Grain Marketing Strategies Within and Across Lifetimes,2007,682,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,An Economic Analysis of Genetic Information: Leptin Genotyping in Fed Cattle,2007,611,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of Innovation on Agricultural and Agri-Food Exports in OECD Countries,2007,860,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,A Source-Differentiated Analysis of U.S. Meat Demand,2007,54438,False,False,0,0,0,0,0,0,0,0,10,1,0,0,0
Journal of Agricultural and Resource Economics,Perspectives on Farm Policy Reform,2007,511,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,"Market Reforms, Spatial Price Dynamics, and China's Rice Market Integration: A Causal Analysis with Directed Acyclic Graphs",2007,902,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Benefits of Animal Tracing in the Cattle Production Sector,2007,966,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,A Choice Model with Systematic Structures in Decision Weights,2007,686,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Political Economy of the U.S. Cattle and Beef Industry: Innovation Adoption and Implications for the Future,2007,833,True,True,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of Agricultural and Resource Economics,Finding Peace for Economists in Universities,2007,778,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Multiple Environmental Externalities and Manure Management Policy,2007,673,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Grower Response to Contracts and Risk in Genetically Modified (GM) Crops,2007,798,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,"Common Trends, Common Cycles, and Price Relationships in the International Fiber Market",2007,654,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Do Government Payments Influence Farm Size and Survival?,2007,608,True,True,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Agricultural Subsidies and Forest Pressure in Malawi's Miombo Woodlands,2007,42756,False,False,0,0,0,0,0,0,0,1,13,0,0,0,0
Essays in Economic and Business History,VICTOR BERGER’S DANGEROUS IDEAS: Censoring The Mail To Preserve National Security During World War I,2008,53132,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
